ID,Make,Model,Year,Trim,Trim (description),Base MSRP,Body type,Length (in),Width (in),Height (in),Wheelbase (in),Curb weight (lbs),Cylinders,Engine size (l),Horsepower (HP),Horsepower (rpm),Torque (ft-lbs),Torque (rpm),Drive type,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),EPA combined MPG,EPA city/highway MPG,Range in miles (city/hwy),Country of origin,Car classification,Platform code / generation number
101171202,Ford,F-150,2010,FX4,FX4 4dr SuperCab 4WD Styleside 6.5 ft. SB (5.4L 8cyl 6A),"$35,890",Truck (SuperCab),231.7,78.9,75.9,144.5,5493,V8,5.4,310,5000,365,3500,four wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),36,15,14/18 MPG,504.0/648.0 mi.,America/United States,Full-size pickup truck,12th gen
101171206,Ford,F-150,2010,XL,XL 4dr SuperCrew Styleside 5.5 ft. SB (4.6L 8cyl 4A),"$29,295",Truck (SuperCrew),231.7,78.9,74.3,144.5,5156,V8,4.6,248,4750,294,4000,rear wheel drive,4-speed automatic,gas,regular unleaded,26,16,15/19 MPG,390.0/494.0 mi.,America/United States,Full-size pickup truck,12th gen
101171207,Ford,F-150,2010,XL,XL 4dr SuperCrew Styleside 6.5 ft. SB (4.6L 8cyl 4A),"$29,595",Truck (SuperCrew),243.7,78.9,74.3,157,5289,V8,4.6,248,4750,294,4000,rear wheel drive,4-speed automatic,gas,regular unleaded,26,16,15/19 MPG,390.0/494.0 mi.,America/United States,Full-size pickup truck,12th gen
101171208,Ford,F-150,2010,XL,XL 4dr SuperCrew 4WD Styleside 5.5 ft. SB (4.6L 8cyl 6A),"$33,255",Truck (SuperCrew),231.7,78.9,76.2,144.5,5546,V8,4.6,292,5700,320,4000,four wheel drive,6-speed automatic,gas,regular unleaded,36,16,14/20 MPG,504.0/720.0 mi.,America/United States,Full-size pickup truck,12th gen
101171209,Ford,F-150,2010,XL,XL 4dr SuperCrew 4WD Styleside 6.5 ft. SB (4.6L 8cyl 6A),"$33,555",Truck (SuperCrew),243.7,78.9,76.4,157,5596,V8,4.6,292,5700,320,4000,four wheel drive,6-speed automatic,gas,regular unleaded,36,16,14/20 MPG,504.0/720.0 mi.,America/United States,Full-size pickup truck,12th gen
101171210,Ford,F-150,2010,XLT,XLT 4dr SuperCrew Styleside 5.5 ft. SB (4.6L 8cyl 6A),"$32,260",Truck (SuperCrew),231.7,78.9,74.3,144.5,5186,V8,4.6,292,5700,320,4000,rear wheel drive,6-speed automatic,gas,regular unleaded,26,17,15/21 MPG,390.0/546.0 mi.,America/United States,Full-size pickup truck,12th gen
101171211,Ford,F-150,2010,XLT,XLT 4dr SuperCrew Styleside 6.5 ft. SB (4.6L 8cyl 6A),"$32,560",Truck (SuperCrew),243.7,78.9,74.3,157,5319,V8,4.6,292,5700,320,4000,rear wheel drive,6-speed automatic,gas,regular unleaded,26,17,15/21 MPG,390.0/546.0 mi.,America/United States,Full-size pickup truck,12th gen
101171212,Ford,F-150,2010,XLT,XLT 4dr SuperCrew 4WD Styleside 5.5 ft. SB (4.6L 8cyl 6A),"$35,405",Truck (SuperCrew),231.7,78.9,76.2,144.5,5546,V8,4.6,292,5700,320,4000,four wheel drive,6-speed automatic,gas,regular unleaded,36,16,14/20 MPG,504.0/720.0 mi.,America/United States,Full-size pickup truck,12th gen
101171213,Ford,F-150,2010,XLT,XLT 4dr SuperCrew 4WD Styleside 6.5 ft. SB (4.6L 8cyl 6A),"$35,705",Truck (SuperCrew),243.7,78.9,76.4,157,5596,V8,4.6,292,5700,320,4000,four wheel drive,6-speed automatic,gas,regular unleaded,36,16,14/20 MPG,504.0/720.0 mi.,America/United States,Full-size pickup truck,12th gen
101171214,Ford,F-150,2010,FX2,FX2 4dr SuperCrew Styleside 5.5 ft. SB (4.6L 8cyl 6A),"$34,145",Truck (SuperCrew),231.7,78.9,74.3,144.5,5186,V8,4.6,292,5700,320,4000,rear wheel drive,6-speed automatic,gas,regular unleaded,26,17,15/21 MPG,390.0/546.0 mi.,America/United States,Full-size pickup truck,12th gen
101171215,Ford,F-150,2010,FX2,FX2 4dr SuperCrew Styleside 6.5 ft. SB (4.6L 8cyl 6A),"$34,445",Truck (SuperCrew),243.7,78.9,74.3,157,5319,V8,4.6,292,5700,320,4000,rear wheel drive,6-speed automatic,gas,regular unleaded,26,17,15/21 MPG,390.0/546.0 mi.,America/United States,Full-size pickup truck,12th gen
101171218,Ford,F-150,2010,Lariat,Lariat 4dr SuperCrew Styleside 5.5 ft. SB (5.4L 8cyl 6A),"$36,470",Truck (SuperCrew),231.7,78.9,74.3,144.5,5314,V8,5.4,310,5000,365,3500,rear wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),26,16,14/20 MPG,364.0/520.0 mi.,America/United States,Full-size pickup truck,12th gen
101171220,Ford,F-150,2010,Lariat,Lariat 4dr SuperCrew 4WD Styleside 5.5 ft. SB (5.4L 8cyl 6A),"$39,615",Truck (SuperCrew),231.7,78.9,76.2,144.5,5628,V8,5.4,310,5000,365,3500,four wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),36,15,14/18 MPG,504.0/648.0 mi.,America/United States,Full-size pickup truck,12th gen
101171221,Ford,F-150,2010,Lariat,Lariat 4dr SuperCrew 4WD Styleside 6.5 ft. SB (5.4L 8cyl 6A),"$39,915",Truck (SuperCrew),243.7,78.9,76.4,157,5683,V8,5.4,310,5000,365,3500,four wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),36,15,14/18 MPG,504.0/648.0 mi.,America/United States,Full-size pickup truck,12th gen
101171219,Ford,F-150,2010,Lariat,Lariat 4dr SuperCrew Styleside 6.5 ft. SB (5.4L 8cyl 6A),"$36,770",Truck (SuperCrew),243.7,78.9,74.3,157,5391,V8,5.4,310,5000,365,3500,rear wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),26,16,14/20 MPG,364.0/520.0 mi.,America/United States,Full-size pickup truck,12th gen
101171216,Ford,F-150,2010,FX4,FX4 4dr SuperCrew 4WD Styleside 5.5 ft. SB (5.4L 8cyl 6A),"$38,355",Truck (SuperCrew),231.7,78.9,76.2,144.5,5628,V8,5.4,310,5000,365,3500,four wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),36,15,14/18 MPG,504.0/648.0 mi.,America/United States,Full-size pickup truck,12th gen
101171217,Ford,F-150,2010,FX4,FX4 4dr SuperCrew 4WD Styleside 6.5 ft. SB (5.4L 8cyl 6A),"$38,655",Truck (SuperCrew),243.7,78.9,76.4,157,5683,V8,5.4,310,5000,365,3500,four wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),36,15,14/18 MPG,504.0/648.0 mi.,America/United States,Full-size pickup truck,12th gen
101171222,Ford,F-150,2010,King Ranch,King Ranch 4dr SuperCrew Styleside 5.5 ft. SB (5.4L 8cyl 6A),"$41,105",Truck (SuperCrew),231.7,78.9,74.3,144.5,5314,V8,5.4,310,5000,365,3500,rear wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),26,16,14/20 MPG,364.0/520.0 mi.,America/United States,Full-size pickup truck,12th gen
101171223,Ford,F-150,2010,King Ranch,King Ranch 4dr SuperCrew Styleside 6.5 ft. SB (5.4L 8cyl 6A),"$41,405",Truck (SuperCrew),243.7,78.9,74.3,157,5391,V8,5.4,310,5000,365,3500,rear wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),26,16,14/20 MPG,364.0/520.0 mi.,America/United States,Full-size pickup truck,12th gen
101171224,Ford,F-150,2010,King Ranch,King Ranch 4dr SuperCrew 4WD Styleside 5.5 ft. SB (5.4L 8cyl 6A),"$44,250",Truck (SuperCrew),231.7,78.9,76.2,144.5,5628,V8,5.4,310,5000,365,3500,four wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),36,15,14/18 MPG,504.0/648.0 mi.,America/United States,Full-size pickup truck,12th gen
101171225,Ford,F-150,2010,King Ranch,King Ranch 4dr SuperCrew 4WD Styleside 6.5 ft. SB (5.4L 8cyl 6A),"$44,550",Truck (SuperCrew),243.7,78.9,76.4,157,5683,V8,5.4,310,5000,365,3500,four wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),36,15,14/18 MPG,504.0/648.0 mi.,America/United States,Full-size pickup truck,12th gen
101171226,Ford,F-150,2010,Platinum,Platinum 4dr SuperCrew Styleside 5.5 ft. SB (5.4L 8cyl 6A),"$43,125",Truck (SuperCrew),231.7,78.9,74.3,144.5,5314,V8,5.4,310,5000,365,3500,rear wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),26,16,14/20 MPG,364.0/520.0 mi.,America/United States,Full-size pickup truck,12th gen
101171227,Ford,F-150,2010,Platinum,Platinum 4dr SuperCrew Styleside 6.5 ft. SB (5.4L 8cyl 6A),"$43,425",Truck (SuperCrew),243.7,78.9,74.3,157,5391,V8,5.4,310,5000,365,3500,rear wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),26,16,14/20 MPG,364.0/520.0 mi.,America/United States,Full-size pickup truck,12th gen
101171228,Ford,F-150,2010,Platinum,Platinum 4dr SuperCrew 4WD Styleside 5.5 ft. SB (5.4L 8cyl 6A),"$46,270",Truck (SuperCrew),231.7,78.9,76.2,144.5,5628,V8,5.4,310,5000,365,3500,four wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),36,15,14/18 MPG,504.0/648.0 mi.,America/United States,Full-size pickup truck,12th gen
101171229,Ford,F-150,2010,Platinum,Platinum 4dr SuperCrew 4WD Styleside 6.5 ft. SB (5.4L 8cyl 6A),"$46,570",Truck (SuperCrew),243.7,78.9,76.4,157,5683,V8,5.4,310,5000,365,3500,four wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),36,15,14/18 MPG,504.0/648.0 mi.,America/United States,Full-size pickup truck,12th gen
101171232,Ford,F-150,2010,Harley-Davidson,Harley-Davidson 4dr SuperCrew 5.5 ft. SB (5.4L 8cyl 6A),"$43,595",Truck (SuperCrew),231.7,78.9,74.3,144.5,5620,V8,5.4,310,5000,365,3500,rear wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),36,16,14/20 MPG,504.0/720.0 mi.,America/United States,Full-size pickup truck,12th gen
101171233,Ford,F-150,2010,Harley-Davidson,Harley-Davidson 4dr SuperCrew 4WD 5.5 ft. SB (5.4L 8cyl 6A),"$46,740",Truck (SuperCrew),231.7,78.9,76.2,144.5,5832,V8,5.4,310,5000,365,3500,four wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),36,15,14/18 MPG,504.0/648.0 mi.,America/United States,Full-size pickup truck,12th gen
101171205,Ford,F-150,2010,SVT Raptor,SVT Raptor 4dr SuperCab 4WD Styleside 5.5 ft. SB (5.4L 8cyl 6A),"$38,260",Truck (SuperCab),220.9,86.3,78.4,133,5863,V8,5.4,310,5000,365,3500,four wheel drive,6-speed automatic,gas,flex-fuel (unleaded/E85),26,15,14/18 MPG,364.0/468.0 mi.,America/United States,Full-size pickup truck,12th gen
100447603,Ford,F-150,2005,XL,2dr Regular Cab XL Rwd Styleside 6.5 ft. SB (4.2L 6cyl 5M),"$20,475",Truck (Regular Cab),211.2,78.9,73.5,126,4615,V6,4.2,202,4350,260,3750,rear wheel drive,5-speed manual,gas,regular unleaded,26,15,13/19 MPG,338/494 mi.,America/United States,Full-size pickup truck,11th gen
100447604,Ford,F-150,2005,XL,2dr Regular Cab XL Rwd Styleside 8 ft. LB (4.2L 6cyl 5M),"$20,780",Truck (Regular Cab),229.8,78.9,75.6,144.5,4747,V6,4.2,202,4350,260,3750,rear wheel drive,5-speed manual,gas,regular unleaded,27,15,13/19 MPG,351/513 mi.,America/United States,Full-size pickup truck,11th gen
100447605,Ford,F-150,2005,XL,2dr Regular Cab XL 4WD Styleside 6.5 ft. SB (4.6L 8cyl 4A),"$25,750",Truck (Regular Cab),211.2,78.9,75.6,126,5004,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,26,14,12/16 MPG,312/416 mi.,America/United States,Full-size pickup truck,11th gen
100447606,Ford,F-150,2005,XL,2dr Regular Cab XL 4WD Styleside 8 ft. LB (4.6L 8cyl 4A),"$26,055",Truck (Regular Cab),229.8,78.9,74,144.5,5138,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,12/16 MPG,324/432 mi.,America/United States,Full-size pickup truck,11th gen
100447610,Ford,F-150,2005,STX,2dr Regular Cab STX Rwd Styleside 6.5 ft. SB (4.2L 6cyl 5M),"$21,315",Truck (Regular Cab),211.2,78.9,73.7,126,4615,V6,4.2,202,4350,260,3750,rear wheel drive,5-speed manual,gas,regular unleaded,26,15,13/19 MPG,338/494 mi.,America/United States,Full-size pickup truck,11th gen
100447607,Ford,F-150,2005,STX,2dr Regular Cab STX Rwd Flareside 6.5 ft. SB (4.2L 6cyl 4A),"$23,280",Truck (Regular Cab),211.2,78.9,73.5,126,4708,V6,4.2,202,4350,260,3750,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,14/18 MPG,378/486 mi.,America/United States,Full-size pickup truck,11th gen
100447608,Ford,F-150,2005,STX,2dr Regular Cab STX 4WD Styleside 6.5 ft. SB (4.6L 8cyl 4A),"$26,565",Truck (Regular Cab),211.2,78.9,75.6,126,5004,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,26,14,12/16 MPG,312/416 mi.,America/United States,Full-size pickup truck,11th gen
100447609,Ford,F-150,2005,STX,2dr Regular Cab STX 4WD Flareside 6.5 ft. SB (4.6L 8cyl 4A),"$27,420",Truck (Regular Cab),211.2,78.9,75.6,126,5004,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,26,14,12/16 MPG,312/416 mi.,America/United States,Full-size pickup truck,11th gen
100447626,Ford,F-150,2005,XLT,2dr Regular Cab XLT Rwd Styleside 6.5 ft. SB (4.2L 6cyl 5M),"$23,605",Truck (Regular Cab),211.2,78.9,73.7,126,4615,V6,4.2,202,4350,260,3750,rear wheel drive,5-speed manual,gas,regular unleaded,26,15,13/19 MPG,338/494 mi.,America/United States,Full-size pickup truck,11th gen
100447622,Ford,F-150,2005,XLT,2dr Regular Cab XLT Rwd Styleside 8 ft. LB (4.2L 6cyl 5M),"$23,905",Truck (Regular Cab),229.8,78.9,75.6,144.5,4747,V6,4.2,202,4350,260,3750,rear wheel drive,5-speed manual,gas,regular unleaded,27,15,13/19 MPG,351/513 mi.,America/United States,Full-size pickup truck,11th gen
100447614,Ford,F-150,2005,XLT,2dr Regular Cab XLT Rwd Flareside 6.5 ft. SB (4.2L 6cyl 4A),"$25,565",Truck (Regular Cab),211.2,78.9,73.5,126,4708,V6,4.2,202,4350,260,3750,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,14/18 MPG,378/486 mi.,America/United States,Full-size pickup truck,11th gen
100447623,Ford,F-150,2005,XLT,2dr Regular Cab XLT 4WD Styleside 6.5 ft. SB (4.6L 8cyl 4A),"$28,855",Truck (Regular Cab),211.2,78.9,75.6,126,5004,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,26,14,12/16 MPG,312/416 mi.,America/United States,Full-size pickup truck,11th gen
100447624,Ford,F-150,2005,XLT,2dr Regular Cab XLT 4WD Flareside 6.5 ft. SB (4.6L 8cyl 4A),"$29,710",Truck (Regular Cab),211.2,78.9,75.6,126,5004,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,26,14,12/16 MPG,312/416 mi.,America/United States,Full-size pickup truck,11th gen
100447625,Ford,F-150,2005,XLT,2dr Regular Cab XLT 4WD Styleside 8 ft. LB (4.6L 8cyl 4A),"$29,160",Truck (Regular Cab),229.8,78.9,75.6,144.5,5138,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,12/16 MPG,324/432 mi.,America/United States,Full-size pickup truck,11th gen
100447657,Ford,F-150,2005,FX4,2dr Regular Cab FX4 4WD Styleside 6.5 ft. SB (5.4L 8cyl 4A),"$31,105",Truck (Regular Cab),211.2,78.9,75.6,126,5004,V8,5.4,300,5000,365,3750,four wheel drive,4-speed automatic,gas,regular unleaded,26,14,13/17 MPG,338/442 mi.,America/United States,Full-size pickup truck,11th gen
100447656,Ford,F-150,2005,FX4,2dr Regular Cab FX4 4WD Flareside 6.5 ft. SB (5.4L 8cyl 4A),"$31,960",Truck (Regular Cab),211.2,78.9,75.6,126,5004,V8,5.4,300,5000,365,3750,four wheel drive,4-speed automatic,gas,regular unleaded,26,14,13/17 MPG,338/442 mi.,America/United States,Full-size pickup truck,11th gen
100447760,Ford,F-150,2005,XL,4dr SuperCab XL Rwd Styleside 6.5 ft. SB (4.6L 8cyl 4A),"$25,210",Truck (SuperCab),229.8,78.9,75.6,144.5,5065,V8,4.6,231,4750,293,3500,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,13/18 MPG,351/486 mi.,America/United States,Full-size pickup truck,11th gen
100447755,Ford,F-150,2005,XL,4dr SuperCab XL Rwd Styleside 8 ft. LB (5.4L 8cyl 4A),"$25,510",Truck (SuperCab),248.4,78.9,73.4,163,5501,V8,5.4,300,5000,365,3750,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,13/17 MPG,351/459 mi.,America/United States,Full-size pickup truck,11th gen
100447758,Ford,F-150,2005,XL,4dr SuperCab XL 4WD Styleside 6.5 ft. SB (4.6L 8cyl 4A),"$28,360",Truck (SuperCab),229.8,78.9,75.6,144.5,5363,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,12/16 MPG,324/432 mi.,America/United States,Full-size pickup truck,11th gen
100447759,Ford,F-150,2005,XL,4dr SuperCab XL 4WD Styleside 8 ft. LB (5.4L 8cyl 4A),"$28,665",Truck (SuperCab),248.4,78.9,75.4,163,5849,V8,5.4,300,5000,365,3750,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,13/17 MPG,351/459 mi.,America/United States,Full-size pickup truck,11th gen
100447769,Ford,F-150,2005,STX,4dr SuperCab STX Rwd Styleside 5.5 ft. SB (4.6L 8cyl 4A),"$25,560",Truck (SuperCab),217.8,78.9,76.5,132.5,4979,V8,4.6,231,4750,293,3500,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,13/18 MPG,351/486 mi.,America/United States,Full-size pickup truck,11th gen
100447774,Ford,F-150,2005,STX,4dr SuperCab STX Rwd Styleside 6.5 ft. SB (4.6L 8cyl 4A),"$25,865",Truck (SuperCab),229.8,78.9,75.6,144.5,5065,V8,4.6,231,4750,293,3500,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,13/18 MPG,351/486 mi.,America/United States,Full-size pickup truck,11th gen
100447775,Ford,F-150,2005,STX,4dr SuperCab STX Rwd Flareside 6.5 ft. SB (4.6L 8cyl 4A),"$26,720",Truck (SuperCab),229.8,78.9,73.3,144.5,5065,V8,4.6,231,4750,293,3500,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,13/18 MPG,351/486 mi.,America/United States,Full-size pickup truck,11th gen
100447776,Ford,F-150,2005,STX,4dr SuperCab STX 4WD Styleside 5.5 ft. SB (4.6L 8cyl 4A),"$28,715",Truck (SuperCab),217.8,78.9,73.5,132.5,4297,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,12/16 MPG,324/432 mi.,America/United States,Full-size pickup truck,11th gen
100447778,Ford,F-150,2005,STX,4dr SuperCab STX 4WD Styleside 6.5 ft. SB (4.6L 8cyl 4A),"$29,020",Truck (SuperCab),229.8,78.9,75.6,144.5,5363,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,12/16 MPG,324/432 mi.,America/United States,Full-size pickup truck,11th gen
100447779,Ford,F-150,2005,STX,4dr SuperCab STX 4WD Flareside 6.5 ft. SB (4.6L 8cyl 4A),"$29,875",Truck (SuperCab),229.8,78.9,75,144.5,5363,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,12/16 MPG,324/432 mi.,America/United States,Full-size pickup truck,11th gen
100447839,Ford,F-150,2005,XLT,4dr SuperCab XLT Rwd Styleside 5.5 ft. SB (4.6L 8cyl 4A),"$28,045",Truck (SuperCab),217.8,78.9,76.5,132.5,4979,V8,4.6,231,4750,293,3500,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,13/18 MPG,351/486 mi.,America/United States,Full-size pickup truck,11th gen
100447840,Ford,F-150,2005,XLT,4dr SuperCab XLT Rwd Styleside 6.5 ft. SB (4.6L 8cyl 4A),"$28,350",Truck (SuperCab),229.8,78.9,75.6,144.5,5065,V8,4.6,231,4750,293,3500,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,13/18 MPG,351/486 mi.,America/United States,Full-size pickup truck,11th gen
100447842,Ford,F-150,2005,XLT,4dr SuperCab XLT Rwd Styleside 8 ft. LB (5.4L 8cyl 4A),"$28,655",Truck (SuperCab),248.4,78.9,73.4,163,5501,V8,5.4,300,5000,365,3750,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,13/17 MPG,351/459 mi.,America/United States,Full-size pickup truck,11th gen
100447841,Ford,F-150,2005,XLT,4dr SuperCab XLT Rwd Flareside 6.5 ft. SB (4.6L 8cyl 4A),"$29,205",Truck (SuperCab),229.8,78.9,73.5,144.5,5065,V8,4.6,231,4750,293,3500,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,13/18 MPG,351/486 mi.,America/United States,Full-size pickup truck,11th gen
100447843,Ford,F-150,2005,XLT,4dr SuperCab XLT 4WD Styleside 5.5 ft. SB (4.6L 8cyl 4A),"$31,080",Truck (SuperCab),217.8,78.9,73.5,132.5,4297,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,12/16 MPG,324/432 mi.,America/United States,Full-size pickup truck,11th gen
100447844,Ford,F-150,2005,XLT,4dr SuperCab XLT 4WD Styleside 6.5 ft. SB (4.6L 8cyl 4A),"$31,405",Truck (SuperCab),229.8,78.9,75.6,144.5,5363,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,12/16 MPG,324/432 mi.,America/United States,Full-size pickup truck,11th gen
100447847,Ford,F-150,2005,XLT,4dr SuperCab XLT 4WD Styleside 8 ft. LB (5.4L 8cyl 4A),"$31,685",Truck (SuperCab),248.4,78.9,75.4,163,5849,V8,5.4,300,5000,365,3750,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,13/17 MPG,351/459 mi.,America/United States,Full-size pickup truck,11th gen
100447846,Ford,F-150,2005,XLT,4dr SuperCab XLT 4WD Flareside 6.5 ft. SB (4.6L 8cyl 4A),"$32,235",Truck (SuperCab),229.8,78.9,75.6,144.5,5363,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,12/16 MPG,324/432 mi.,America/United States,Full-size pickup truck,11th gen
100447859,Ford,F-150,2005,Lariat,4dr SuperCab Lariat Rwd Styleside 5.5 ft. SB (5.4L 8cyl 4A),"$30,745",Truck (SuperCab),217.8,78.9,76.5,132.5,5151,V8,5.4,300,5000,365,3750,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,13/17 MPG,351/459 mi.,America/United States,Full-size pickup truck,11th gen
100447861,Ford,F-150,2005,Lariat,4dr SuperCab Lariat Rwd Styleside 6.5 ft. SB (5.4L 8cyl 4A),"$31,050",Truck (SuperCab),229.8,78.9,75.6,144.5,5169,V8,5.4,300,5000,365,3750,rear wheel drive,4-speed automatic,gas,regular unleaded,27,15,13/17 MPG,351/459 mi.,America/United States,Full-size pickup truck,11th gen
100447862,Ford,F-150,2005,Lariat,4dr SuperCab Lariat 4WD Styleside 5.5 ft. SB (5.4L 8cyl 4A),"$34,080",Truck (SuperCab),217.8,78.9,73.5,132.5,5452,V8,5.4,300,5000,365,3750,four wheel drive,4-speed automatic,gas,regular unleaded,27,14,13/17 MPG,351/459 mi.,America/United States,Full-size pickup truck,11th gen
100447864,Ford,F-150,2005,Lariat,4dr SuperCab Lariat 4WD Styleside 6.5 ft. SB (5.4L 8cyl 4A),"$34,385",Truck (SuperCab),229.8,78.9,75.6,144.5,5004,V8,5.4,300,5000,365,3750,four wheel drive,4-speed automatic,gas,regular unleaded,26,14,13/17 MPG,338/442 mi.,America/United States,Full-size pickup truck,11th gen
100447848,Ford,F-150,2005,FX4,4dr SuperCab FX4 4WD Styleside 5.5 ft. SB (5.4L 8cyl 4A),"$33,325",Truck (SuperCab),217.8,78.9,73.5,132.5,5452,V8,5.4,300,5000,365,3750,four wheel drive,4-speed automatic,gas,regular unleaded,26,14,13/17 MPG,338/442 mi.,America/United States,Full-size pickup truck,11th gen
100447849,Ford,F-150,2005,FX4,4dr SuperCab FX4 4WD Styleside 6.5 ft. SB (5.4L 8cyl 4A),"$33,630",Truck (SuperCab),229.8,78.9,75.6,144.5,5004,V8,5.4,300,5000,365,3750,four wheel drive,4-speed automatic,gas,regular unleaded,26,14,13/17 MPG,338/442 mi.,America/United States,Full-size pickup truck,11th gen
100447850,Ford,F-150,2005,FX4,4dr SuperCab FX4 4WD Flareside 6.5 ft. SB (5.4L 8cyl 4A),"$34,485",Truck (SuperCab),229.8,78.9,75.6,144.5,5004,V8,5.4,300,5000,365,3750,four wheel drive,4-speed automatic,gas,regular unleaded,26,14,13/17 MPG,338/442 mi.,America/United States,Full-size pickup truck,11th gen
100447907,Ford,F-150,2005,XLT,4dr SuperCrew XLT Rwd Styleside 5.5 ft. SB (4.6L 8cyl 4A),"$30,375",Truck (SuperCrew),224,78.9,73.5,138.5,5176,V8,4.6,231,4750,293,3500,rear wheel drive,4-speed automatic,gas,regular unleaded,30,15,13/18 MPG,390/540 mi.,America/United States,Full-size pickup truck,11th gen
100447910,Ford,F-150,2005,XLT,4dr SuperCrew XLT 4WD Styleside 5.5 ft. SB (4.6L 8cyl 4A),"$33,560",Truck (SuperCrew),224,78.9,76,138.5,5476,V8,4.6,231,4750,293,3500,four wheel drive,4-speed automatic,gas,regular unleaded,30,14,12/16 MPG,360/480 mi.,America/United States,Full-size pickup truck,11th gen
100447912,Ford,F-150,2005,Lariat,4dr SuperCrew Lariat Rwd Styleside 5.5 ft. SB (5.4L 8cyl 4A),"$33,440",Truck (SuperCrew),224,78.9,73.5,138.5,5281,V8,5.4,300,5000,365,3750,rear wheel drive,4-speed automatic,gas,regular unleaded,30,15,13/17 MPG,390/510 mi.,America/United States,Full-size pickup truck,11th gen
100447913,Ford,F-150,2005,Lariat,4dr SuperCrew Lariat 4WD Styleside 5.5 ft. SB (5.4L 8cyl 4A),"$36,940",Truck (SuperCrew),224,78.9,76,138.5,5577,V8,5.4,300,5000,365,3750,four wheel drive,4-speed automatic,gas,regular unleaded,30,14,13/17 MPG,390/510 mi.,America/United States,Full-size pickup truck,11th gen
100447911,Ford,F-150,2005,FX4,4dr SuperCrew FX4 4WD Styleside 5.5 ft. SB (5.4L 8cyl 4A),"$35,655",Truck (SuperCrew),224,78.9,76,138.5,5577,V8,5.4,300,5000,365,3750,four wheel drive,4-speed automatic,gas,regular unleaded,30,14,13/17 MPG,390/510 mi.,America/United States,Full-size pickup truck,11th gen
100498007,Ford,F-150,2005,King Ranch,4dr SuperCrew King Ranch Rwd Styleside 5.5 ft. SB (5.4L 8cyl 4A),"$36,590",Truck (SuperCrew),224,78.9,73.5,138.5,5281,V8,5.4,300,5000,365,3750,rear wheel drive,4-speed automatic,gas,regular unleaded,30,15,13/17 MPG,390/510 mi.,America/United States,Full-size pickup truck,11th gen
